id,name,code,unit,price,sold,date,created_date
,430343370,куп кур.медальоны,шт.,204,496,2022-11-13,
,420346213,кур. с орех соусом2,шт.,190,306,2022-11-13,
,999900632,карт.жаркое с курице,шт.,215,293,2022-11-13,
,400344658,салат с сельдью Люци,шт.,148,476,2022-11-13,
,440359723,жульен грибной,шт.,189,393,2022-11-13,
,460351207,котлета по-киевски,шт.,148,461,2022-11-13,
,430343394,буррито вегетар.,шт.,214,434,2022-11-13,
,430334436,котлета домашняя,шт.,185,181,2022-11-13,
,420346232,брокколи с сыром,шт.,192,154,2022-11-13,
,400331665,говядина с соусом,шт.,186,390,2022-11-13,
,400331689,говядина с картоф.,шт.,147,199,2022-11-13,
,400356359,говядина по-бургундк,шт.,184,171,2022-11-13,
,400341947,говядина сыр и барбе,шт.,203,282,2022-11-13,
,450338990,запеканка твор.готов,шт.,193,112,2022-11-13,
,430343370,куп кур.медальоны,шт.,204,199,2022-11-14,
,420346213,кур. с орех соусом2,шт.,190,209,2022-11-14,
,999900632,карт.жаркое с курице,шт.,215,383,2022-11-14,
,400344658,салат с сельдью Люци,шт.,148,162,2022-11-14,
,440359723,жульен грибной,шт.,189,456,2022-11-14,
,460351207,котлета по-киевски,шт.,148,269,2022-11-14,
,430343394,буррито вегетар.,шт.,214,463,2022-11-14,
,430334436,котлета домашняя,шт.,185,312,2022-11-14,
,420346232,брокколи с сыром,шт.,192,133,2022-11-14,
,400331665,говядина с соусом,шт.,186,488,2022-11-14,
,400331689,говядина с картоф.,шт.,147,453,2022-11-14,
,400356359,говядина по-бургундк,шт.,184,574,2022-11-14,
,400341947,говядина сыр и барбе,шт.,203,294,2022-11-14,
,450338990,запеканка твор.готов,шт.,193,235,2022-11-14,
,430343370,куп кур.медальоны,шт.,204,205,2022-11-15,
,420346213,кур. с орех соусом2,шт.,190,269,2022-11-15,
,999900632,карт.жаркое с курице,шт.,215,489,2022-11-15,
,400344658,салат с сельдью Люци,шт.,148,144,2022-11-15,
,440359723,жульен грибной,шт.,189,175,2022-11-15,
,460351207,котлета по-киевски,шт.,148,123,2022-11-15,
,430343394,буррито вегетар.,шт.,214,306,2022-11-15,
,430334436,котлета домашняя,шт.,185,470,2022-11-15,
,420346232,брокколи с сыром,шт.,192,110,2022-11-15,
,400331665,говядина с соусом,шт.,186,305,2022-11-15,
,400331689,говядина с картоф.,шт.,147,253,2022-11-15,
,400356359,говядина по-бургундк,шт.,184,413,2022-11-15,
,400341947,говядина сыр и барбе,шт.,203,264,2022-11-15,
,450338990,запеканка твор.готов,шт.,193,164,2022-11-15,
,430343370,куп кур.медальоны,шт.,204,227,2022-11-16,
,420346213,кур. с орех соусом2,шт.,190,423,2022-11-16,
,999900632,карт.жаркое с курице,шт.,215,208,2022-11-16,
,400344658,салат с сельдью Люци,шт.,148,174,2022-11-16,
,440359723,жульен грибной,шт.,189,483,2022-11-16,
,460351207,котлета по-киевски,шт.,148,474,2022-11-16,
,430343394,буррито вегетар.,шт.,214,414,2022-11-16,
,430334436,котлета домашняя,шт.,185,408,2022-11-16,
,420346232,брокколи с сыром,шт.,192,132,2022-11-16,
,400331665,говядина с соусом,шт.,186,397,2022-11-16,
,400331689,говядина с картоф.,шт.,147,163,2022-11-16,
,400356359,говядина по-бургундк,шт.,184,244,2022-11-16,
,400341947,говядина сыр и барбе,шт.,203,164,2022-11-16,
,450338990,запеканка твор.готов,шт.,193,239,2022-11-16,
